id,start_times,end_times,transcript
Module_3_Legal_Reasoning_21,183349,189519,The last component is the policy. The term policy may be used to describe the process 
Module_3_Legal_Reasoning_22,189519,195940,of approaching a problem. Policy is used to mean a scientific attempt to peer into the 
Module_3_Legal_Reasoning_23,195940,203670,future and foresee the consequences of a decision. The use of this approach requires the individual 
Module_3_Legal_Reasoning_24,203670,209779,to put aside the current interest of the parties and to keep in mind how this decision would 
Module_3_Legal_Reasoning_25,209779,214190,"affect other persons in future. Now, we will discuss the types of logical "
Module_3_Legal_Reasoning_26,214190,222459,"reasoning and their principles. Among the above four components that is logic, justice, "
Module_3_Legal_Reasoning_27,222459,228810,"experience and policy, logical thinking is the core concept of legal reasoning as scientific "
Module_3_Legal_Reasoning_28,228810,236709,generalizations are based on logical explanations. Every science is based on the principles of 
Module_3_Legal_Reasoning_29,236709,245349,logic or reason. Science involves the rule of reasoning or use of arguments. 
Module_3_Legal_Reasoning_30,245349,254129,"Arguments are made on the basis of connection, relationship, association, property, common variable, or "
Module_3_Legal_Reasoning_31,254129,259639,attribute between things and activities mentioned in the argument. 
Module_3_Legal_Reasoning_32,259639,268030,"Arguments can be categorized as deductive, inductive, inverse deductive, analogy and "
Module_3_Legal_Reasoning_33,268030,276500,"a fortiori. Dealing them one at a time, first, we will discuss the deductive method.  "
Module_3_Legal_Reasoning_34,276500,281710,The method of studying a phenomenon by taking some assumptions and deducting conclusions 
Module_3_Legal_Reasoning_35,281710,288710,from these assumptions is known as the deductive method. Deduction is a process of reasoning 
Module_3_Legal_Reasoning_36,288710,294860,"from the general to particular or from the universe to individual, from give premises "
Module_3_Legal_Reasoning_37,294860,302170,"to necessary conclusions. Deduction is also known as analytical, abstract, and a priori "
Module_3_Legal_Reasoning_38,302170,307470,method. It has an abstract approach to the study of science. 
Module_3_Legal_Reasoning_39,307470,313600,Deductive method is a part of the scientific method. It is basically a rational approach 
Module_3_Legal_Reasoning_40,313600,319650,in accordance with the tenets of deductive logic. Deductive logic uses a general statement 
Module_3_Legal_Reasoning_41,319650,326470,"as the basis of argument. Core of the common forms of deductive logic is syllogism, which "
Module_3_Legal_Reasoning_42,326470,334880,"runs like this. Plants grow in day time, a cactus is a plant, therefore cactus plant "
Module_3_Legal_Reasoning_43,334880,340990,grow in day time. The third statement follows from the first and second statements taken 
Module_3_Legal_Reasoning_44,340990,345230,"together. A syllogism consists of a major premise, a "
Module_3_Legal_Reasoning_45,345230,354560,minor premise and a conclusion. A major premise usually states a general rule. In legal arguments 
Module_3_Legal_Reasoning_46,354560,360910,this is generally a statement of law. A minor premise makes a factual assertion about a 
Module_3_Legal_Reasoning_47,360910,368400,"particular person or thing or a group of persons of things. In legal arguments, this is usually "
Module_3_Legal_Reasoning_48,368400,375510,a statement of fact. A conclusion connects the particular statement in the minor premise 
Module_3_Legal_Reasoning_49,375510,380970,"with the general one in the major premise, and tells us how the general rule applies "
Module_3_Legal_Reasoning_50,380970,387050,"to the facts at hand. In legal arguments, this process is called "
Module_3_Legal_Reasoning_51,387050,394120,"applying the law to the facts. Taken for example, to qualify as a victim of rape under criminal "
Module_3_Legal_Reasoning_52,394120,401020,"law there must be sexual intercourse with a women, the intercourse must be without her "
Module_3_Legal_Reasoning_53,401020,408490,"will, this is the major premise which states a rule of law. Here, the women had consensual "
Module_3_Legal_Reasoning_54,408490,415350,"sex, this is the minor premise which makes a statement of fact. Therefore, the plaintiff "
Module_3_Legal_Reasoning_55,415350,420710,cannot be a victim of rape under criminal law. This is the conclusion which correctly 
Module_3_Legal_Reasoning_56,420710,426540,"applies the law to the facts. In order for a syllogism to be valid, it must "
Module_3_Legal_Reasoning_57,426540,432780,be logically impossible for its premises to be true and its conclusion to be false.  
Module_3_Legal_Reasoning_58,432780,439590,"In other words, a syllogism is valid if given the truth of a premises the conclusion follows "
Module_3_Legal_Reasoning_59,439590,447310,"logically, such that it too must be true. An argument is not valid simply because its "
Module_3_Legal_Reasoning_60,447310,455050,"premises and conclusion are all true. Take this as an example, all teachers are human, "
Module_3_Legal_Reasoning_61,455050,460750,"some humans are excellent racers, therefore, some teachers are excellent racers. "
Module_3_Legal_Reasoning_62,460750,467960,"If read apart, each of these statements is true. Teachers are indeed human, some human, "
Module_3_Legal_Reasoning_63,467960,474400,"for example, athletes are excellent racers and as it happens, some teachers are also "
Module_3_Legal_Reasoning_64,474400,482160,"good racers, but this argument is not valid. The fact that teachers are humans and that "
Module_3_Legal_Reasoning_65,482160,487340,"some humans are excellent racers, does not prove anything about the racing ability of "
Module_3_Legal_Reasoning_66,487340,494890,"teachers. Based on the information we are given in the premises, it is logically possible "
Module_3_Legal_Reasoning_67,494890,500340,that no teacher of the world has ever stepped foot in field for running. 
Module_3_Legal_Reasoning_68,500340,506139,"Because it is logically possible for the premises to be true and the conclusion to be false, "
Module_3_Legal_Reasoning_69,506139,512060,this argument is not logically valid. The example given above is a fallacious argument. 
Module_3_Legal_Reasoning_70,512060,517610,When researchers propose a study of the casual factors of the delinquencies which are on 
Module_3_Legal_Reasoning_71,517610,523020,"the increase and which seems injurious to them, they have some general anticipatory "
Module_3_Legal_Reasoning_72,523020,529560,"idea as to what to be observed, and what specific facts in the main would be relevant to the "
Module_3_Legal_Reasoning_73,529560,535579,"enquiry, even though they may not have realized these implications. "
Module_3_Legal_Reasoning_74,535579,541980,Then on the basis of their observation they formulate certain single propositions as to 
Module_3_Legal_Reasoning_75,541980,547860,"the casual factors of delinquencies. That is, they deduced from the complexities of "
Module_3_Legal_Reasoning_76,547860,554540,"observed behavior certain single idea. In other words, they use a process of reasoning "
Module_3_Legal_Reasoning_77,554540,561260,about the whole observed situations in order to arrive at a particular idea. This process 
Module_3_Legal_Reasoning_78,561260,567890,"of reasoning is called deduction or deductive reasoning. The following example, can be sited "
